"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr19",5993988,5994263,"peak_1",34.6746571656084,"-",5993988,5994263,0,1,275,0,"ENSG00000087903.13,ENSG00000267415",34,78,1.94389387270326,2.75322621646525e-11,3.64659979975573e-11
"chr16",48352442,48352867,"peak_2",206.589526447458,"+",48352442,48352867,0,1,425,0,"ENSG00000102910",142,430,2.34440016109788,1.45660217591825e-63,6.46183328870578e-63
"chr11",73308700,73308825,"peak_3",136.032525041955,"+",73308700,73308825,0,1,125,0,"ENSG00000110237",65,255,2.71794007290474,3.51998664207669e-42,1.12235327059932e-41
"chr4",15625255,15625580,"peak_4",49.4183114261577,"-",15625255,15625580,0,1,325,0,"ENSG00000118564",61,126,1.79249706219077,8.22751497003953e-16,1.32924772490263e-15
"chr14",64522270,64522595,"peak_5",53.0495032491786,"+",64522270,64522595,0,1,325,0,"ENSG00000126804",135,202,1.32735033230978,6.35061835419042e-17,1.0727740682116e-16
"chrX",135032879,135033404,"peak_6",62.3700028349408,"+",135032879,135033404,0,1,525,0,"ENSG00000134590",223,296,1.15450789353687,9.00223166474549e-20,1.67787003099088e-19
"chr15",90931501,90934073,"peak_7",20.5369065169736,"+",90931501,90934073,0,1,2572,0,"ENSG00000140553",21,45,1.84549018078692,6.47892040982349e-07,6.57317387138394e-07
"chr9",128168971,128169196,"peak_8",90.0308463006621,"-",128168971,128169196,0,1,225,0,"ENSG00000148337",42,166,2.72867646524938,3.31274145931683e-28,7.90705443209199e-28
"chr7",92398219,92399069,"peak_9",252.117040001001,"+",92398219,92399069,0,1,850,0,"ENSG00000001629",251,604,2.0128156021504,2.41575272733374e-77,1.27411474490022e-76
"chr7",151080711,151080861,"peak_10",74.7846867118978,"-",151080711,151080861,0,1,150,0,"ENSG00000164896",35,137,2.71470352354186,1.46248002577403e-23,3.07302492921104e-23
"chr8",38901309,38901836,"peak_11",21.6331083733497,"+",38901309,38901836,0,1,527,0,"ENSG00000169499",71,93,1.13536617964807,2.96383862753033e-07,3.07457775143523e-07
"chr21",45513031,45513720,"peak_12",422.4026842463,"+",45513031,45513720,0,1,689,0,"ENSG00000182871",427,1022,2.00504162562874,7.95491494989523e-129,6.98428242766756e-128
"chr15",90920146,90920221,"peak_13",37.3125845229638,"+",90920146,90920221,0,1,75,0,"ENSG00000196547",99,144,1.28652284464623,4.23737244934926e-12,5.85858645045329e-12
"chr3",14945186,14947093,"peak_14",49.7451994402678,"-",14945186,14947093,0,1,1907,0,"ENSG00000225733",86,151,1.55809444933142,6.51333049530982e-16,1.05974854310575e-15
"chr17",42552585,42553235,"peak_15",38.880045959063,"-",42552585,42553235,0,1,650,0,"ENSG00000266962",51,101,1.7317406280816,1.39745639549278e-12,1.97669622798003e-12
"chr8",41940929,41941254,"peak_16",31.9089740546682,"-",41940929,41941254,0,1,325,0,"ENSG00000083168",47,87,1.63430913954582,1.95328155141114e-10,2.47994288429809e-10
"chr6",160992001,161034317,"peak_17",26.2558585662651,"+",160992001,161034317,0,1,42316,0,"ENSG00000085511",17,49,2.2732014595671,1.08571682016789e-08,1.24795524205362e-08
"chr19",5993663,5993863,"peak_18",125.477081829614,"-",5993663,5993863,0,1,200,0,"ENSG00000087903.13,ENSG00000267415",122,295,2.01978824724858,5.6323598301072e-39,1.68901925616522e-38
"chr10",125841853,125852386,"peak_19",24.0968870492303,"-",125841853,125852386,0,1,10533,0,"ENSG00000089876",22,51,1.9589482218469,5.09420260928099e-08,5.57332278033976e-08
"chr14",23183508,23183674,"peak_20",25.2112081458954,"-",23183508,23183674,0,1,166,0,"ENSG00000092068",10,41,2.78157817585489,2.29269814717467e-08,2.57436499318392e-08
"chr6",7580719,7580919,"peak_21",35.3489278631769,"+",7580719,7580919,0,1,200,0,"ENSG00000096696",19,64,2.49802693316478,1.70698164769581e-11,2.28513782258404e-11
"chr19",727792,731169,"peak_22",88.0459108566777,"+",727792,731169,0,1,3377,0,"ENSG00000099864",105,225,1.84549012299004,1.33260256687936e-27,3.12996756131362e-27
"chr22",27981863,27982988,"peak_23",31.2086863459168,"-",27981863,27982988,0,1,1125,0,"ENSG00000100154",22,61,2.21726019729176,3.20770364667199e-10,4.02948259866642e-10
"chr22",41528611,41529273,"peak_24",21.24921267188,"+",41528611,41529273,0,1,662,0,"ENSG00000100412",22,47,1.84111174111598,3.90283799946129e-07,4.01189540140778e-07
