"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr19",39425190,39425515,"peak_1",27.9938654342188,"+",39425190,39425515,0,1,325,0,"ENSG00000090924",15,93,2.33133403489617,3.16656386565927e-09,3.74116454356177e-09
"chr15",40775581,40776670,"peak_2",50.9849058557051,"-",40775581,40776670,0,1,1089,0,"ENSG00000104129",28,179,2.3755266518232,2.69754400686815e-16,4.48759867714478e-16
"chr12",106815042,106815267,"peak_3",60.4231518717864,"+",106815042,106815267,0,1,225,0,"ENSG00000111785",30,209,2.49953432132868,3.5282293052764e-19,6.46872746257204e-19
"chr5",138345586,138347278,"peak_4",38.622904139634,"+",138345586,138347278,0,1,1692,0,"ENSG00000120709",102,281,1.16106671748595,1.67690364804568e-12,2.36236682045878e-12
"chr8",142727452,142727702,"peak_5",27.8065519182866,"+",142727452,142727702,0,1,250,0,"ENSG00000130193",58,172,1.26734954667868,3.61619709781611e-09,4.25984499595114e-09
"chr1",151282067,151282354,"peak_6",45.072990813489,"+",151282067,151282354,0,1,287,0,"ENSG00000143373",95,287,1.29411706014683,1.75095935298144e-14,2.70195287916398e-14
"chrX",65518040,65518315,"peak_7",72.8399282676152,"-",65518040,65518315,0,1,275,0,"ENSG00000001497",174,507,1.24196414433514,5.73910641545321e-23,1.18303259208315e-22
"chr3",50188174,50188674,"peak_8",145.355809404517,"+",50188174,50188674,0,1,500,0,"ENSG00000001617",78,527,2.45532266159904,5.2221546435834e-45,1.75202914033649e-44
"chr7",92398254,92399104,"peak_9",440.244467408714,"+",92398254,92399104,0,1,850,0,"ENSG00000001629",537,2168,1.71243642312406,3.42529185104279e-134,2.97310251891501e-133
"chr7",92245952,92246127,"peak_10",43.4500735793772,"-",92245952,92246127,0,1,175,0,"ENSG00000001631.14,ENSG00000243107",62,222,1.53928532709653,5.52267682957154e-14,8.32193920541875e-14
"chr4",17577416,17577466,"peak_11",26.8632739577247,"+",17577416,17577466,0,1,50,0,"ENSG00000002549",72,194,1.12905361100565,7.09470509136524e-09,8.19122314231613e-09
"chr7",2219443,2220895,"peak_12",20.2476400022165,"-",2219443,2220895,0,1,1452,0,"ENSG00000002822",51,138,1.13516492129942,7.87353862528802e-07,8.03254223838042e-07
"chr4",186620171,186620246,"peak_13",33.5955346735066,"-",186620171,186620246,0,1,75,0,"ENSG00000083857",87,240,1.16301285189299,5.90663636913623e-11,7.70435601078752e-11
"chr15",80059617,80060217,"peak_14",56.6700793552913,"+",80059617,80060217,0,1,600,0,"ENSG00000086666",154,425,1.16359820145599,4.94591545113179e-18,8.72180268655133e-18
"chr12",121429921,121430371,"peak_15",51.4070209933577,"-",121429921,121430371,0,1,450,0,"ENSG00000089094",152,406,1.11647411634147,2.00180992129647e-16,3.34922784544765e-16
"chr9",129095409,129095484,"peak_16",201.319947950547,"-",129095409,129095484,0,1,75,0,"ENSG00000095321",321,1128,1.51218753994933,5.80914378287404e-62,2.49262497056777e-61
"chr22",19330897,19331122,"peak_17",23.3699476730114,"-",19330897,19331122,0,1,225,0,"ENSG00000100084.14,ENSG00000242259",18,86,1.95540561159494,8.51450595502828e-08,9.22454074152721e-08
"chr16",1507655,1510443,"peak_18",121.83050817862,"+",1507655,1510443,0,1,2788,0,"ENSG00000100726",155,605,1.66373263085257,7.21602453741747e-38,2.11525461497581e-37
"chr20",62201769,62202044,"peak_19",44.545054650685,"+",62201769,62202044,0,1,275,0,"ENSG00000101181",135,356,1.09798355429872,2.54462016450939e-14,3.8958514761114e-14
"chr18",76378863,76379288,"peak_20",42.4660719645528,"-",76378863,76379288,0,1,425,0,"ENSG00000101493",57,210,1.58042128091439,1.11005259510019e-13,1.64603301083171e-13
"chr16",4688780,4689380,"peak_21",107.65537551999,"+",4688780,4689380,0,1,600,0,"ENSG00000102858",217,682,1.35114238768906,1.45968905516011e-33,3.91293626468193e-33
"chr16",87329411,87331336,"peak_22",46.457209298871,"-",87329411,87331336,0,1,1925,0,"ENSG00000103264.15,ENSG00000131152",122,339,1.17346985146077,6.58404816709878e-15,1.03510995699916e-14
"chr15",44537056,44550772,"peak_23",262.028921971179,"+",44537056,44550772,0,1,13716,0,"ENSG00000104131",238,1132,1.94890616155872,2.48250047523927e-80,1.32261899371245e-79
"chr19",38899699,38900186,"peak_24",27.6435950020304,"+",38899699,38900186,0,1,487,0,"ENSG00000104825",110,261,0.94561202107649,4.06084529588842e-09,4.76923493355552e-09
"chr19",36114838,36114963,"peak_25",130.446789648093,"+",36114838,36114963,0,1,125,0,"ENSG00000105254.11,ENSG00000279504",188,690,1.57492939540829,1.74785613536749e-40,5.39018260103227e-40
"chr19",18557811,18558575,"peak_26",161.642323577105,"+",18557811,18558575,0,1,764,0,"ENSG00000105700",174,746,1.79915402100088,6.03369097549632e-50,2.19185608018288e-49
"chr7",100119730,100119780,"peak_27",61.6902662239035,"-",100119730,100119780,0,1,50,0,"ENSG00000106290",111,362,1.40449574884971,1.44450981406991e-19,2.68769155124508e-19
"chr9",32456979,32457304,"peak_28",221.77216858176,"-",32456979,32457304,0,1,325,0,"ENSG00000107201",404,1337,1.42563793546274,3.7338207775412e-68,1.73750096089425e-67
"chr10",5749124,5749474,"peak_29",90.8814959608155,"+",5749124,5749474,0,1,350,0,"ENSG00000108021",248,690,1.17532192819246,1.83769359619599e-28,4.38473816938099e-28
"chr17",50145160,50149657,"peak_30",127.647116103953,"-",50145160,50149657,0,1,4497,0,"ENSG00000108819",112,539,1.96585225817647,1.23704515508107e-39,3.75309184661018e-39
"chr11",88337641,88337787,"peak_31",26.0992520209995,"-",88337641,88337787,0,1,146,0,"ENSG00000109861",71,190,1.11917426075205,1.22276373758387e-08,1.39104851604924e-08
"chr12",108623351,108624051,"peak_32",23.5375613213736,"-",108623351,108624051,0,1,700,0,"ENSG00000110876",22,94,1.7942230919508,7.56070219452438e-08,8.21273892953054e-08
"chr12",120469549,120469793,"peak_33",29.9861265854963,"-",120469549,120469793,0,1,244,0,"ENSG00000111786",53,169,1.37202477409366,7.66907176816337e-10,9.40321668518303e-10
"chr6",41932423,41933023,"peak_34",35.5138059093046,"+",41932423,41933023,0,1,600,0,"ENSG00000112578",27,135,2.02099391835919,1.51816867025765e-11,2.03835189341286e-11
"chr3",196936876,196937151,"peak_35",121.059648280248,"-",196936876,196937151,0,1,275,0,"ENSG00000114503",61,431,2.51987246317582,1.23614341215803e-37,3.6092303701346e-37
"chr2",61188462,61188687,"peak_36",21.5058214785059,"-",61188462,61188687,0,1,225,0,"ENSG00000115464",28,100,1.53556712243321,3.20967768584272e-07,3.35816981449566e-07
"chr2",221425391,221425666,"peak_37",24.4001250798888,"-",221425391,221425666,0,1,275,0,"ENSG00000116106",33,117,1.52503643685179,4.09193907991316e-08,4.51679575872832e-08
"chr1",26574271,26574396,"peak_38",31.3774172949413,"+",26574271,26574396,0,1,125,0,"ENSG00000117676",81,223,1.16011565547571,2.8506296121127e-10,3.58472799718041e-10
"chr13",73846132,73846332,"peak_39",33.0970744630429,"-",73846132,73846332,0,1,200,0,"ENSG00000118922",81,228,1.19210576884356,8.39858400434597e-11,1.08839820759467e-10
"chr14",77720813,77720888,"peak_40",209.433455941776,"+",77720813,77720888,0,1,75,0,"ENSG00000119705.9,ENSG00000197734",394,1285,1.40456649357606,2.03021493406287e-64,9.00010686047315e-64
"chr5",138946894,138947444,"peak_41",Inf,"-",138946894,138947444,0,1,550,0,"ENSG00000120725",1041,5445,2.08602762798277,0,0
"chr10",123746601,123747001,"peak_42",93.7817215802393,"-",123746601,123747001,0,1,400,0,"ENSG00000121898",282,758,1.12556836786441,2.41183664773966e-29,5.87338891639601e-29
"chr12",116008566,116009016,"peak_43",60.549370808606,"-",116008566,116009016,0,1,450,0,"ENSG00000123066",127,388,1.31029387621746,3.22507174638542e-19,5.9268395192668e-19
"chr20",47647103,47647178,"peak_44",34.9320278544552,"+",47647103,47647178,0,1,75,0,"ENSG00000124151.18,ENSG00000280970",62,199,1.38149408656959,2.29286889802369e-11,3.05078643333441e-11
