"","baseMean","log2FoldChange","lfcSE","pvalue","padj","baseMeanCtrl","baseMeanCspr","entrez"
"9731",1939.59840148599,0.607462529748886,0.107550486608229,1.29393901388239e-08,5.46961394493451e-08,1532.94088024247,2346.25592272952,"CEP104"
"1677",483.226504658683,0.195128822420516,0.158930534528766,0.212231800384569,0.289611931822702,449.33069362322,517.122315694146,"DFFB"
"339448",1497.79469020121,-0.826062457496205,0.108939531644877,2.05888681049292e-14,1.29417457898409e-13,1919.411699374,1076.17768102842,"C1orf174"
"100133612",34.1463830180611,0.201283821414204,0.475635474146719,0.621099517653878,0.694896392603773,31.0115800065987,37.2811860295234,"LINC01134"
"728716",3.19465748933737,0.749581475951677,1.30818922444466,0.0409941371668116,0.0727412227293534,0,6.38931497867473,"LINC01346"
"284661",1.44497309958411,0.300615673594872,0.947980544122277,0.23308985584436,0.311760394220871,0,2.88994619916821,"LINC01777"
"55966",3.80844377849887,1.04696673876808,1.78015439623275,0.0233146259036828,0.0444475010373235,0,7.61688755699774,"AJAP1"
"100616489",0.613786289161505,0.128591547172071,0.902006293994066,0.583472577407346,NA,0,1.22757257832301,NA
"100616421",0,NA,NA,NA,NA,0,0,"MIR4689"
"261734",1137.19637005432,0.823137736170691,0.119317663023042,3.26288222163526e-12,1.78181310882002e-11,817.445832162445,1456.94690794619,"NPHP4"
"8514",751.430135633262,0.68591867100585,0.143412889606783,1.23937555622986e-06,4.43106146744318e-06,572.596080136354,930.264191130169,"KCNAB2"
"26038",27.7206372967682,1.45055360584713,0.65761486734947,0.00647837634818189,0.0141002649508949,12.5443374838281,42.8969371097082,"CHD5"
"6146",25373.2511261607,-2.03005879304136,0.113234397849751,1.28695258494259e-72,1.06688369291741e-70,40816.9460324555,9929.55621986595,"RPL22"
"102724450",53.226215177523,-1.45169324296043,0.453940574577883,0.000337933436205138,0.000921185947131091,79.9592180257236,26.4932123293224,"LOC102724450"
"388591",605.548952124763,-0.532997456143011,0.149867808733115,0.000300250080318354,0.000825668567387319,718.237172760158,492.860731489367,"RNF207"
"23463",3522.39905311509,0.14938616265829,0.0894291232082666,0.094562014081095,0.148653610349641,3339.06940220804,3705.72870402214,"ICMT"
"148645",15.6387323454295,0.971058903249236,0.784776431232892,0.0748984554638732,0.121893786550009,8.18583015247059,23.0916345383884,"LINC00337"
"390992",0,NA,NA,NA,NA,0,0,"HES3"
"387509",181.998534954977,2.38250240622141,0.317264413261548,8.36817276974236e-15,5.39054380989321e-14,56.2954883525701,307.701581557384,"GPR153"
"11332",1436.3132299045,0.427304225907218,0.11026718166676,9.32114967497004e-05,0.000272898750467678,1222.07583316743,1650.55062664156,"ACOT7"
"54626",16.760731435885,1.29881306266957,0.819121744570128,0.0270230070971257,0.0505953696118353,7.37574081606166,26.1457220557083,"HES2"
"83715",801.045143413648,0.00743072577455903,0.170041813657195,0.96601985594181,0.975432960506407,798.002422748098,804.087864079197,"ESPN"
"100422975",1.69727598382025,0.0511534251437334,0.837942715355603,0.86937609292149,0.901541126140476,1.48072625973562,1.91382570790488,"MIR4252"
"8718",11.9342612660247,0.395104326867989,0.688654057918609,0.404473483882253,0.493184447111958,8.82857659318084,15.0399459388685,"TNFRSF25"
"57449",30.1478457396258,1.49317941464135,0.674598510441216,0.0059751608141901,0.0130816268348455,13.2707553723877,47.0249361068639,"PLEKHG5"
"79707",2783.47908060277,0.593961796936648,0.0943822382455074,2.44053335156232e-10,1.16974106870301e-09,2213.29655688866,3353.66160431689,"NOL9"
"80835",48.5801552700154,0.202888147733109,0.438751677631179,0.599146728102665,0.675772296050488,44.3938973094522,52.7664132305786,"TAS1R1"
"3104",1447.98624401707,0.671266096617701,0.112939003957499,2.0349526108444e-09,9.09232350210202e-09,1112.94707232833,1783.02541570582,"ZBTB48"
"9903",3676.7185570369,1.29733438226225,0.0996617536138197,3.53094745360167e-39,8.37250180582292e-38,2118.08509388424,5235.35202018955,"KLHL21"
"148479",1659.9750329477,0.732545204396822,0.109198401638133,1.3596096326807e-11,7.10769488789713e-11,1242.69317353273,2077.25689236266,"PHF13"
"90326",518.187538626533,0.285071298768178,0.16046319129003,0.0713476147840489,0.116927196552265,465.452604925145,570.922472327921,"THAP3"
"55735",2993.33274006846,-0.718757578115971,0.0949651463913145,2.6395734429187e-14,1.64669655538842e-13,3730.67713150312,2255.98834863379,"DNAJC11"
"100505887",1.65276980218976,0.343531028429452,0.966864128971203,0.187676235029328,0.261840479631182,0,3.30553960437951,"LINC01672"
"23261",857.902019340586,0.196389901706496,0.128133441996874,0.12184685360224,0.183849288242399,798.280062233731,917.523976447441,"CAMTA1"
"9341",1349.23907385494,-0.579545154742158,0.11104128586616,1.41679613756648e-07,5.50227458542486e-07,1620.27836976532,1078.19977794456,"VAMP3"
"8863",1289.67818588911,-0.713061087779024,0.112580209316142,1.64557609396547e-10,8.00107086156816e-10,1605.50026299111,973.856108787106,"PER3"
"10911",3.66962329083728,0.437880340635203,0.923676831984368,0.270179424139128,0.353343080389222,1.45283577711918,5.88641080455537,"UTS2"
"3604",23.4459328482454,1.31193981620885,0.690541199275823,0.0150302360860488,0.0300939812911004,11.1193921893254,35.7724735071653,"TNFRSF9"
"11315",5527.26167635098,0.26084431306557,0.0860618722759046,0.00233349754760082,0.00551691818395216,5025.13614713977,6029.38720556219,"PARK7"
"54206",92.9627065349866,-0.861439737779792,0.323357381163828,0.00419106130906158,0.00945412197336613,122.257533117346,63.6678799526268,"ERRFI1"
"102724539",0.613786289161505,0.128591547172071,0.902006293994066,0.583472577407346,NA,0,1.22757257832301,"LINC01714"
"50651",4.22922940353942,0.534832590169861,0.972614420008674,0.204548937412014,0.281051048446392,1.50861674235207,6.94984206472676,"SLC45A1"
"473",4150.09740787788,0.552867094435255,0.123345579480869,5.9723049867307e-06,1.99607786763829e-05,3351.45398883936,4948.74082691641,"RERE"
"102724552",2.54941991590968,-0.0615550584724216,0.827241532257301,0.849716004771152,0.885627599943782,2.9335620368548,2.16527779496456,"RERE-AS1"
"2023",73566.8905478608,-0.563645415673074,0.0738839511291351,1.87907610984955e-14,1.18356535568957e-13,87838.7899631402,59294.9911325814,"ENO1"
"102465436",3.08016668264248,-0.25493710504403,0.867427720755607,0.446959040626657,0.534169956288714,4.49795974443976,1.6623736208452,"MIR6728"
"100505975",3.35004578601001,0.390188602983845,0.897094508706955,0.318017669226601,0.404780491467471,1.48072625973562,5.21936531228439,"ENO1-AS1"
"765",8.50133357052982,4.95493359968515,2.71182385761447,0.000905715724176236,0.00230454453062148,0,17.0026671410596,"CA6"
"155184",10.5312815033091,5.4747079675996,2.68753612008855,0.000362517243099848,0.000982113707613641,0,21.0625630066182,"SLC2A7"
"6518",5.2970483175355,1.37800843959816,1.78139523076568,0.0488364970169051,0.0844800848075741,0.754308371176034,9.83978826389498,"SLC2A5"
"80045",20.0733224673905,3.17860303633612,0.973347402740463,0.000152906090520092,0.000434419252813836,2.9335620368548,37.2130828979262,"GPR157"
"407040",0.405989586555855,0.0815270544103439,0.897715172341682,0.742812241921766,NA,0,0.81197917311171,"MIR34A"
"9563",987.48594873644,3.09232906347887,0.153010272114775,1.000927179212e-91,1.57474338837485e-89,205.374702381388,1769.59719509149,"H6PD"
"80176",9.01202858717974,0.614106452849716,0.817469014971497,0.220964866857132,0.298301186285771,5.16859666776645,12.855460506593,"SPSB1"
"100506022",6.28279657245579,4.10543421851166,2.81104447413537,0.00292557651093809,0.00678844613163523,0,12.5655931449116,"LINC02606"
"84275",769.757876873836,0.472001834498334,0.133213364906504,0.000337025329752676,0.000918826708511152,642.607306242643,896.908447505028,"SLC25A33"
"199953",1927.29751488439,1.03215024657344,0.118066399677742,1.13663542449888e-18,9.31168374749101e-18,1259.09652034189,2595.49850942689,"TMEM201"
"5293",1809.32919392789,1.11363382171307,0.104763951560276,9.52788321772844e-27,1.20095903435625e-25,1139.04233535124,2479.61605250454,"PIK3CD"
"644997",1.86144124697337,0.242837105826688,0.889072278481974,0.418434352310818,0.506909511561791,0.726417888559588,2.99646460538716,"PIK3CD-AS1"
"101929074",364.889873157979,-0.0731881055503029,0.184438993826354,0.683777544404883,0.75068207569413,374.401885192713,355.377861123244,"PIK3CD-AS2"
"22883",4106.19879009137,1.63174026247037,0.0951608620575055,1.67675353804252e-66,1.15097916429836e-64,1996.13309073515,6216.2644894476,"CLSTN1"
"56998",818.318233142964,1.31682874627679,0.138958208850542,9.24725268331104e-22,8.92589719373426e-21,465.060872827983,1171.57559345795,"CTNNBIP1"
"84328",1021.84091099197,-0.39168540924562,0.12464686112945,0.00148199071505056,0.00363482338099679,1162.50830096501,881.173521018931,"LZIC"
"64802",518.973714653302,0.296499449143295,0.155089418573291,0.0523865673417844,0.0898710659411669,464.557578800355,573.389850506249,"NMNAT1"
"100847055",0.928077452984602,0.0380869648813354,0.86687633563562,0.867543913658197,NA,0.754308371176034,1.10184653479317,"MIR5697"
"105376719",1.25725877646731,0.114858002066348,0.867741616016182,0.659242322962204,NA,0.726417888559588,1.78809966437504,NA
"116362",2.56690201386614,0.382028972145623,0.937362651976795,0.26345970644757,0.345834988597498,0.726417888559588,4.40738613917268,"RBP7"
"10277",5209.20719796701,-0.18726679492241,0.0837802180632631,0.0247125085128246,0.0467855431256408,5549.68214606286,4868.73224987116,"UBE4B"
"23095",2628.56201234468,0.296453727636429,0.096618995482181,0.0019126023262156,0.00460265345402916,2355.10779601028,2902.01622867907,"KIF1B"
"100422970",0.20779670260565,0.063135450796736,0.894596857478776,0.914850994362275,NA,0,0.415593405211301,NA
"5226",12041.8175681176,-0.824006338653097,0.0805945956081905,1.01940084315764e-24,1.15582145046921e-23,15408.3525220205,8675.28261421479,"PGD"
"100526739",1.30003941874338,0.274166498426567,0.937800776805569,0.268490134879238,NA,0,2.60007883748675,"CENPS-CORT"
"378708",26.7399631955007,0.728461575927138,0.578838759549663,0.114684351253207,0.174431428472852,17.8523865646768,35.6275398263246,"CENPS"
"1325",12.2633640700984,0.9108900203946,0.878960339958707,0.0988979842178907,0.15398736919977,5.97868600417538,18.5480421360214,"CORT"
"1676",2342.85043117519,-0.49188247994762,0.102874091933443,1.46198608861555e-06,5.18028080782831e-06,2743.5676967913,1942.13316555907,"DFFA"
"5195",1575.92320093512,0.279328332508974,0.110289880068183,0.0107261703197898,0.0222385412728694,1421.30450664895,1730.54189522129,"PEX14"
"54897",264.250251111563,1.64261405677566,0.219051602360397,1.61374741701779e-14,1.02002087467453e-13,125.722279664446,402.77822255868,"CASZ1"
"148345",14.310888222009,3.4552118410184,1.25003080450906,0.000931752163853268,0.00236604454991675,1.48072625973562,27.1410501842825,"C1orf127"
"23435",7564.74584055989,-1.05138770944328,0.0852247840051584,2.15693623815406e-35,4.21492327082254e-34,10223.8012328569,4905.69044826288,"TARDBP"
"10747",74.2043484014592,-0.0804929149980354,0.348030075266823,0.799914584707719,0.845952551827201,76.7467511627043,71.6619456402141,"MASP2"
"6723",5763.37620449101,0.177023924479188,0.109179610725543,0.114562020021513,0.174290965869155,5416.37871648887,6110.37369249316,"SRM"
"5394",4401.75812385498,-0.665291472292309,0.0878110509094048,2.62572997535904e-14,1.63948389017638e-13,5406.77432073546,3396.7419269745,"EXOSC10"
"2475",7749.37420484077,0.183216869548258,0.0827019607961454,0.0262179615589369,0.0492850116380015,7254.67376930401,8244.07464037754,"MTOR"
"100873935",2.9789585624292,0.00938212753980739,0.799939280787661,0.98212228355222,0.987344388977824,2.96145251947124,2.99646460538716,"MTOR-AS1"
