"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr1",169783884,169794823,"peak_1",27.7732645427127,"+",169783884,169794823,0,1,10939,0,"ENSG00000000460",28,86,1.81781407185949,3.49920286033186e-09,4.35927528374135e-09
"chr14",64503793,64504634,"peak_2",84.857201888803,"-",64503793,64504634,0,1,841,0,"ENSG00000089775",71,257,2.05478159858997,1.16391318648019e-26,2.85388772402385e-26
"chr11",60951446,60951621,"peak_3",42.3283649121991,"-",60951446,60951621,0,1,175,0,"ENSG00000110446",45,138,1.81557556691128,1.14266189636059e-13,1.81089176595437e-13
"chr14",74781394,74781644,"peak_4",105.927660992077,"+",74781394,74781644,0,1,250,0,"ENSG00000119596",66,292,2.34433460477241,4.51835625914601e-33,1.29597514025198e-32
"chr19",11060168,11061981,"peak_5",25.2602089774819,"+",11060168,11061981,0,1,1813,0,"ENSG00000127616.17,ENSG00000278643",80,149,1.09614461204871,2.10652397801344e-08,2.48839546414116e-08
"chr12",121210131,121210231,"peak_6",36.0059506059395,"+",121210131,121210231,0,1,100,0,"ENSG00000135124",54,138,1.55254115775144,1.01176689676165e-11,1.44920173470517e-11
"chr10",103445410,103445710,"peak_7",35.4480791671729,"+",103445410,103445710,0,1,300,0,"ENSG00000148843",120,222,1.08642942819913,1.50258929433608e-11,2.1333636060716e-11
"chr3",50188224,50188649,"peak_8",88.7547777577216,"+",50188224,50188649,0,1,425,0,"ENSG00000001617",58,247,2.28929041007413,7.56271461234198e-28,1.9149155967363e-27
"chr7",92246308,92246408,"peak_9",34.5110759394131,"+",92246308,92246408,0,1,100,0,"ENSG00000001629",72,159,1.34186214138401,2.92048878999534e-11,4.08442531821568e-11
"chr7",92398279,92399054,"peak_10",160.173384667608,"+",92398279,92399054,0,1,775,0,"ENSG00000001629",257,662,1.5639669724739,1.53923688206844e-49,6.06745701187445e-49
"chr7",92134509,92134694,"peak_11",25.2949180069559,"-",92134509,92134694,0,1,185,0,"ENSG00000001630.15,ENSG00000240720",64,129,1.2101314568498,2.05444923294713e-08,2.4292428997948e-08
"chr7",92245952,92246052,"peak_12",23.6352837317893,"-",92245952,92246052,0,1,100,0,"ENSG00000001631.14,ENSG00000243107",59,119,1.21107892246834,6.74189632418209e-08,7.67486315639221e-08
"chr11",64284596,64284696,"peak_13",25.6802393387802,"-",64284596,64284696,0,1,100,0,"ENSG00000002330",61,126,1.24544679024866,1.56040008914423e-08,1.85984890428908e-08
"chr15",99130306,99130894,"peak_14",67.9262132559591,"-",99130306,99130894,0,1,588,0,"ENSG00000261054",53,199,2.10760835061586,1.67740646980381e-21,3.56592593121339e-21
"chr3",112640415,112640890,"peak_15",28.2531044603506,"-",112640415,112640890,0,1,475,0,"ENSG00000091986",93,172,1.08601011868345,2.48060841697341e-09,3.12584966236353e-09
"chr6",35833840,35834015,"peak_16",28.4455402331256,"-",35833840,35834015,0,1,175,0,"ENSG00000096063",87,165,1.12228289756495,2.16285946132795e-09,2.73551529238817e-09
"chr14",104884063,104885457,"peak_17",94.6637333073945,"+",104884063,104885457,0,1,1394,0,"ENSG00000099814",287,565,1.17610424467101,1.20508540885386e-29,3.18696117649905e-29
"chr22",37844193,37844393,"peak_18",24.9144477939061,"-",37844193,37844393,0,1,200,0,"ENSG00000100124.12,ENSG00000207945",71,137,1.14718915817522,2.69805854505664e-08,3.16230597501734e-08
"chr14",70977295,70977820,"peak_19",52.1656715179118,"+",70977295,70977820,0,1,525,0,"ENSG00000100731",164,315,1.14056015228635,1.10421186242518e-16,1.97955753635743e-16
"chr20",62201719,62202569,"peak_20",29.0179692873327,"+",62201719,62202569,0,1,850,0,"ENSG00000101181",94,175,1.09552643421249,1.44080324696086e-09,1.83958911543737e-09
"chr18",9136277,9136873,"peak_21",92.7231929697488,"+",9136277,9136873,0,1,596,0,"ENSG00000101745.15,ENSG00000265257",217,471,1.3169361406228,4.69117113576943e-29,1.22331308848141e-28
"chr16",30781123,30781173,"peak_22",33.4431014504811,"-",30781123,30781173,0,1,50,0,"ENSG00000102870",110,205,1.09702454893117,6.22733165674772e-11,8.56294817096609e-11
