"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input","ReadsCount.IP","log2FoldChange","pvalue","padj"
"chr7",140673744,140674144,"peak_1",106.770520671569,"+",140673744,140674144,0,1,400,0,"ENSG00000090266.13,ENSG00000133597",307,832,1.15274774635781,2.69549966810919e-33,7.22554525078757e-33
"chr15",40775562,40776651,"peak_2",28.1555047793837,"-",40775562,40776651,0,1,1089,0,"ENSG00000104129",17,96,2.21190268578965,2.82903457592092e-09,3.34463336893858e-09
"chr12",106815043,106815268,"peak_3",51.595368174613,"+",106815043,106815268,0,1,225,0,"ENSG00000111785",28,179,2.39086384493376,1.75222032946142e-16,2.93931778268976e-16
"chr10",24473649,24473874,"peak_4",61.1184638651488,"+",24473649,24473874,0,1,225,0,"ENSG00000120549",30,209,2.51487151457895,2.16007575181502e-19,3.99492920677374e-19
"chr19",11559068,11559236,"peak_5",38.7586454722712,"-",11559068,11559236,0,1,168,0,"ENSG00000130165",93,263,1.21416311824949,1.52018353118697e-12,2.15023101348782e-12
"chr2",130343176,130343276,"peak_6",31.9857066558714,"+",130343176,130343276,0,1,100,0,"ENSG00000136718",67,198,1.27767039668299,1.85203480735703e-10,2.35148852659571e-10
"chr1",151282042,151282375,"peak_7",44.4424303449544,"+",151282042,151282375,0,1,333,0,"ENSG00000143373",106,302,1.22488721448224,2.72793321360564e-14,4.18307244441343e-14
"chrX",65518030,65518305,"peak_8",72.048748898965,"-",65518030,65518305,0,1,275,0,"ENSG00000001497",178,507,1.22451140307908,9.95982903934926e-23,2.04722431641037e-22
"chr3",50188174,50188674,"peak_9",147.126178065663,"+",50188174,50188674,0,1,500,0,"ENSG00000001617",78,527,2.470659855924,1.5122707187966e-45,5.1357899705014e-45
"chr7",92245973,92246248,"peak_10",59.4651255889257,"+",92245973,92246248,0,1,275,0,"ENSG00000001629",154,429,1.19245020234947,6.91809165499683e-19,1.25664758746246e-18
"chr7",92398244,92399094,"peak_11",442.14641906191,"+",92398244,92399094,0,1,850,0,"ENSG00000001629",549,2175,1.70054020089091,9.02568253895003e-135,7.9554616577412e-134
"chr7",92245948,92246123,"peak_12",44.2406738424616,"-",92245948,92246123,0,1,175,0,"ENSG00000001630.17,ENSG00000001631.16,ENSG00000285772.1,ENSG00000285953",62,222,1.55462252117983,3.14815340020833e-14,4.81094226461747e-14
"chr4",17577422,17577472,"peak_13",28.4641804226102,"+",17577422,17577472,0,1,50,0,"ENSG00000002549",75,202,1.14379575285371,2.2691066761429e-09,2.70039870348157e-09
"chr17",35822747,35824166,"peak_14",62.4391976282367,"+",35822747,35824166,0,1,1419,0,"ENSG00000270647",90,322,1.55346671655573,8.51818554735487e-20,1.5992951076443e-19
"chr3",149813119,149813169,"peak_15",98.5701450712471,"+",149813119,149813169,0,1,50,0,"ENSG00000082996",87,411,1.95445401603627,8.37806022129984e-31,2.12534607151832e-30
"chr20",36209573,36209673,"peak_16",34.434011996358,"+",36209573,36209673,0,1,100,0,"ENSG00000088367",95,254,1.13323201869861,3.25658746509253e-11,4.30853393643866e-11
"chr22",19969649,19969949,"peak_17",31.7735457918774,"+",19969649,19969949,0,1,300,0,"ENSG00000093010.15,ENSG00000284031",92,241,1.1037303237904,2.15113904824072e-10,2.72401596165449e-10
"chr19",58562955,58563005,"peak_18",59.8799711902838,"-",58562955,58563005,0,1,50,0,"ENSG00000099326",198,506,1.06803984799813,5.16408817378598e-19,9.42611062257655e-19
"chr22",30576949,30579381,"peak_19",47.330346626748,"-",30576949,30579381,0,1,2432,0,"ENSG00000100029",138,366,1.12157829488208,3.55488296301676e-15,5.65126873973843e-15
